Post,Reacts_Count,Most_Reacts,Image,Group
مطر و دلاع و بطيخ و توت و glace و كبابط و مراول نص,790,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يعطيك الصحة كلام صواب,516,J’adore ,https://www.facebook.com/photo/?fbid=786573923033389&set=a.574614667562650&__cft__[0]=AZU7TwhRxjn9B_mgTZMWkmjNZP1JjqbSjW4m_lbMQP7DfS5MCZEf_4c4XMRU23Gx_8GCQcoh4r1EZFY2z005BUl-_TrDqXTlPcbDW92JOPe60U9gFjO0X1Jc_Sp4ipO6A9oPO3LSuYaX-Q7B3laOzx9lGQtIncbbtw5PwjBkI6i783Cp57YJSnqJ5UyL9rWkrZQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"توضيح للعباد الي نقلهم ""اتو نشوف و نقلك""..
راني لا نشوف و لا نقلك ",705,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"""كي لا تموت مرتين ، لا ترجع لمن خذلك.""
So as not to be die twice, don't go back..""",445,J’aime ,https://www.facebook.com/photo/?fbid=786544513036330&set=a.574614667562650&__cft__[0]=AZXPU6oa13TL5ALuFfSwTcJYt_tVC4MyAvOCp3JVDmHzmvOTt8YK4ZT1yOMtQkh0c34aH-jpiV45WeXaCcbKR_TGCYVjr9kM0ac8H6oedcs5k3qzvn8rg8OdjMCwy4evIr2isV9WCD7FX8f0OWVMAtZs99OcpYsojJsxpJhVirbw2W0edAhY8qYYRqye7x_Xy_w&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وقت تحس روحك الدنيا ضياقت عليك والمشاكل والهموم الكل غلبتك والثنايا الكل مسكرة فى وجهك ومعاش حاليلك شىء من الدنيا حتى من الفرحة معاش تتذرقها…حط ربى ما بين عينيك وتضرع وخشع لله وحده تو تحس بالدنيا زينة …تهنى الناس الكل تخليك كان ربى عمرو مايسلم فيك اما مسالة وقت وكل شىء باش يتحل وربى معظم شانو مخبيلك فرحة ما كنتش تتوقعها ويعطيك على قد قلبك ويبدلك الأحوال من حال الى احسن حال 
وفات لهنا 
د.محمد سالم عبد الكافي",791,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
نبانلكم انسانة عادية اما انا نحكي مع روحي و نضحك..,295,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"تعرف شمعناها  "" وَاهْجُرْهُمْ هَجْرًا جَمِيلًا ""؟","1,3 K",J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"الظروف قد تغير شكلك …لكن لن تغير أصلك فالأصل الطيب لا يغيره شيء 
وفات لهنا
محمد سالم عبد الكافي",473,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
مخلص 150د باش نترانا ,778,Haha ,https://www.facebook.com/photo/?fbid=786082279749220&set=a.574614667562650&__cft__[0]=AZXTUwTZQnE1in0kTnJiGJ14ME1mAlvO7q5Wfyj6b8Ht5ItuzRyyIfXCNU_U3F4nMIEMqoe_wRxNxpAleCELtvzMM7F_9p5h4Fcqq1P5lQoFtisfNzcckMOiLeJ2QHjMQimiFLKt-RoXYmEIcHqfdPgWuEf7cCG1lGONc92A28wi6BbD5t67woxwj2zI9mymFhM&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يا غالي انشغل بالي ,649,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
أنا نخمم كيفاش نجاوب على mmmm شنو بعدها باش يصير …,371,Haha ,https://www.facebook.com/photo/?fbid=785707573120024&set=a.574614667562650&__cft__[0]=AZUWgOUwW5zv9-s07u9OHv8nFFxBxOe5wZfqNYChTEphJI5R4Vhy5O_2JSTLIwt5h5ypXotaTxNSbU_8uaaEPEZpILuMcLOJ_xyoPRxhz1oX1SGBoWIebfaHIp4hjinlhfkQ2d4QnkeMWiefAglnnj5zt5tb1YTi2M9QhS9ybvAxgn91ofiIH97dLxtOkL9nMm4&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"اللى يتكسر عمرو ما يتصلح والكلمة الخايبة كيف تتقال وتدخل للقلب وتوجعو عمرها ما تتنسى…الفعل الدونى كيف يتعمل يخلى تراس فى المخ وما يتنساش…الايام الخايبة وليالى لوجيعة الطويلة تتحفر فى تاريخ حياتنا ومانجموش ننساوها باللى نحاولو …موش خاطرك قلبك أكحل لا أما خاطر الخيبات فاتت التوقعات واللى تكسر عمرو ما يتصلح…
وفات لهنا 
د.محمد سالم عبد الكافي",657,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
بربي سيبوا الناس يعبرو على حبهم لأمهاتهم ربي يفضلهم ويحفظهم ويرحم المتوفين...موش لازم تنكدوا عليهم كالعادة بالريق متاع اسكتوا واحترموا مشاعر غيركم... وتعملوا فيها مثاليين...حتى الغير لازم يحترم مشاعر غيرو زادة...وكل نفس ذائقة الموت...اللي توفات أمو ربي يرحمها واللي مازالت أمو حية ربي يحفظها ولازم يعبرلها على حبو بكل الطرق...في الفايسبوك والواقع والتلفزة والراديو وكان لزم في الشاشات العملاقة في الشارع...!!!,396,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
tchouf storyet thes rouhek 3aye9 weldyk ya latif ya rebbu ….,1 K,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"اليوم عيد لمعلمة والحب والروح والحنانة عز مخلوقة فوق الارض 
بالله شكون اللى تعب وسهر وضحى على جالك بخلاف لميمة قد ما نحكيو عليها وشويا …هيا الانسانة الوحيدة اللى تنحى من فمها وتعطيك وحتى كان معطاتكش اللى تحب اما كون متاكد راهى دعوة من دعواتها تهزك للسماء …رد بالك لميمة هيا الكل والباقى الكل يتعوض …ياربى احفظ ميمتى ويرحم كل ام يا ربى 
وفات لهنا 
د.محمد سالم عبد الكافي",426,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ملا samedi Soir
وملا جو ",359,Haha ,https://www.facebook.com/photo/?fbid=785230396501075&set=a.574614667562650&__cft__[0]=AZV5fZ4x_PYLV_kZLlv_Q8hHIVkLoOwh-_NwwrKRGS9D82wB5IjXn4ecuUFp8DYlX0waXBbnFzK-MJS6PfdOx0URe4ANDDEcSRn4ExYY_ZvDDH4pG46pxzoT5sMPrPfMf9JWPju3zxMCR9INiQkgi6LqZUJyDp96G0puDS1GKHnP17MuvJ5NMlLepD_-639UZQU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كي تغلط مرة و تقلها و الله صوتك محلاه في الفوكال 
هيا كل ليلة :","1,1 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ڤد ما باش تهدي كادوات ، ڤد ما باش تحاول ترجّع ، و ڤد ماك باش تشكر أمّك و شوي 
ترضى عليك أمّك البيبان الكل تتحل ، ما ترضاش عليك أمّك ما عندك وين تنجّم توصل 
فمّا كان إنسان واحد باش يمسحلك دموعك ، إنسان واحد باش يحللّك الثنيّة ، إنسان واحد باش يحس بيك كان أمّك 
ڤد ماهو باش يكون عندك عباد تحبّك ، ڤد ما باش يكون عندك فلوس ، ڤد ما قريت … ما فمّا حتّى شيء ينجّم يسوى أكثر ملّي تسوى محبتك لأمّك 
ممكن نتلاهو ، ممكن ننسو ، ممكن نمشو في ثنايا غالطة …… En voir plus",729,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"عندي موهبة 
نكون لاباس فجأة..
نتغشش مغير سبب 
و نبلبزها مع الناس لكل 
وبعد نرجع cv..",830,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
لبنات الصيف جاااا بربي هاذي لااااااااااااااع ,"1,9 K",Haha ,https://www.facebook.com/photo/?fbid=785192966504818&set=a.574614667562650&__cft__[0]=AZXGNfqMo9C7u4UwuNPo6g5YktVzf8RTvzBmtcy9M8x7Ihn-ZaXHXx2zCUazMHGAC9mFv0jf0MeGOqiNQvwliWlcguXJL4_Cs0GB1PpAtwgjAwzzLT_7Kh1cJTvrpZY6b6nHJHFTK-Ss5DjeKbve76WuvalYt8HiIXTumku0ajcoR11Ys-E8U6kKaLw8zzDbcyo&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
سيليباتار لكل تلمو هنا عنا اجتماع ليلة ...,750,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وقت تحبها وتعزها وهاكا لكلام لعسل الكل..وأنت فى أول نقاش ما بيناتكم تبدى تعازر فيها جبتلك وشريتلك وأنا هزيتك راهو موش مزية هذاكا… واللى يعمل الباهى ويعازر بيه موش بيه خير
وفات لهنا 
د.محمد سالم عبد الكافي",357,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"فرنسا السخانة°36 ماتو خمسة
تونس السخانة°47 هازين العروسة وماشين للحمام في غرغور الڤايلة","5,6 K",Haha ,None,https://www.facebook.com/singleba2es
نادي محبي المحادثات الليلية >>>>>,760,J’adore ,None,https://www.facebook.com/singleba2es
"نادي محبي الدبابز لي يتكسرو ف الدروج ⁦⁦⁦⁦
⁩","4,5 K",Haha ,None,https://www.facebook.com/singleba2es
 أبطال العالم في الفيفا بروكلوب (11 ضد 11) بعد الإطاحة بالبرازيل في النهائي..,752,J’adore ,https://www.facebook.com/photo/?fbid=584619160547423&set=a.386167160392625&__cft__[0]=AZXzjM_tII7uKnSo6kzVRrehBEfWSOtqX1pF_XKT2i3Mn3NxsW02bHkGUvGHLJIbY60FHTkl83A3s_OYGiVqV9WhNJ0cFkzFekprkN6SdKUEU1m-hXj-GRJ1OT8qNTIEVyBAfCviWqqlR0Fzmepjp1OvzJDpIa3qi78B6xow0vloEQ8LjNBy0asBxqfbSEDNSrg&__tn__=EH-R,https://www.facebook.com/singleba2es
هل أسامة الملولي هو أفضل رياضي في تاريخ تونس ؟,615,J’adore ,https://www.facebook.com/photo/?fbid=584476303895042&set=a.386167160392625&__cft__[0]=AZX8DXoGcoFBOCoGF2Pr8i3z8ozzTO1m262Ck-u8Ktk5M675TxCOdd3Ayam3JNmurE-JLB2Giu0fjdLt6ss6ER1jDoCp6_HWFoKXxLDMZw1Z1MBzvyyrb0Wr82yYWeZTiDNmp8UbhB59H-NeSv_LZPwPrQui9JM7I7W0kAgvj-yZMGg1VYfJH72faty6ns6_gyE&__tn__=EH-R,https://www.facebook.com/singleba2es
حتى فالسباحة خير منو,"1,9 K",Haha ,None,https://www.facebook.com/singleba2es
فردة  مسمار 10,"3,7 K",Haha ,https://www.facebook.com/photo/?fbid=584381887237817&set=a.386167160392625&__cft__[0]=AZVi85xxx6ESaKbfW_0uQmK15o5oP0CgcGcEnC8tsTifK2MCtIOnsSDljtZyNgBSn9wmZ9S-Wj9UylpJQsa_7wWNm7NznnOm2_pRN-YDEFYKdo8xdKvpxr8aQrRZ-8YMfJ1xtn5yKktlZSlkcFhsu8jOgbyC8lTg7C_4M_y1zuStQXCW3qtXGIgDzsNg5F4sEGM&__tn__=EH-R,https://www.facebook.com/singleba2es
أغنية يلا أنس - الفنان محمد الجبالي,"1,2 K",Haha ,None,https://www.facebook.com/singleba2es
يا رب ,"1,6 K",J’adore ,https://www.facebook.com/photo/?fbid=584312033911469&set=a.386167160392625&__cft__[0]=AZUWChBd0qrL5EvD-_pmRVhJQDDQX0foMgJl8M4cfC1JBcqJMtsN0_gOZPqOuS2nnGv-40eiew57ErDuuDqNw8lJW6i5c8d89EPeY9BfVWaWDqGNrXWXmGOa-3F8zqvqzR5-kiQGGoo1z51jhjXYOWzpD_Fr4c_7lF7PxGt28NVOToRhwO7t_sSML-3s5JEicZM&__tn__=EH-R,https://www.facebook.com/singleba2es
Lbnet chkoun tji tasher m3a l patron?,889,Haha ,None,https://www.facebook.com/singleba2es
Lkol tfol sahebtou nejhet fil bac.. hadher rouhek bro bsh tokhrej changement,"3,1 K",Haha ,None,https://www.facebook.com/singleba2es
Zaama ema khir FSED sousse willa FSED Nabeul ??,"2,8 K",Haha ,None,https://www.facebook.com/singleba2es
"#صفاقس : حادث مرور مريع بطريق تنيور أسفر عن وفاة أب و زوجته وهم في طريقهم لحفل عقد قران ابنهم
الله يرحمهم","4,8 K",Triste ,None,https://www.facebook.com/singleba2es
"جماعة الخارج
تو بالرسمي كي تروحو لتونس تتفرهدو في الصيف ؟","1,3 K",Haha ,None,https://www.facebook.com/singleba2es
Eka résultat heeeeeeeyyyyyyy,725,Haha ,https://www.facebook.com/photo/?fbid=571573908518615&set=a.386167160392625&__cft__[0]=AZVCPLI2Nm54sAKk_gVcHhLImvfjg79w1CIdJpxADlZKYos2FZAIQc8vpi64t-4jSiZAzBkj2RNOFFWoeXngO1-nZGrbj4_Jdyl8oI3qeUJiHxIIB4E9_DFzqVmDBQp2uMy7lOm1tpsDd5v8uItcD2wEhtYHgn4HCU_FW34fFhoSJtpvUMB7rd08VsbYKMz9Tmf4Uy58ihJNHLZP8aZPdTNd&__tn__=EH-y-R,https://www.facebook.com/singleba2es
"مبروووووك أنس جابر إلى نهاااااااائي ويمبلدون 
  ","3,8 K",J’adore ,https://www.facebook.com/photo/?fbid=583221307353875&set=a.386167160392625&__cft__[0]=AZUdj8ZwU849uw0xhyF64GhFSS-4j-5vojm7osbeDLS5bxnaGhm2a_tbFDZzbItFqzQtYPtNelDkJ3AQhUAz8DomSYzBxiCOMgGExp0ukfjmRxr9sEcrUe6TU7uPOmREAuyc_7uZ-lFnrA0LV8X0HJYeoU_vRB88_uF2AtlN-FL0x5X7kvM0MyP3EKxsPl64bWk&__tn__=EH-R,https://www.facebook.com/singleba2es
Contrôle,1 K,Haha ,None,https://www.facebook.com/singleba2es
تي جاتشي النتيجة راني فديت,"1,3 K",Triste ,https://www.facebook.com/photo/?fbid=583108494031823&set=a.386167160392625&__cft__[0]=AZVmUcgJ7GK3odb4Gz8p-BWoR-qwB1lG5BsIbJEvZbKEup0dDL7RCC6Ng60BOquyjstFgEf4ZnoR5eD580BkMAyThQ9kr-kFLPYdDK3WwVc_Jss2TMpI_b7Fw8bUz51OEiDSZTzkFd0dN9LW_uBADFlsvKca1az9dqjEW2Zn7oZvZG5kg3X4e2io84MFoTb1GMo&__tn__=EH-R,https://www.facebook.com/singleba2es
كل الإنجازات والانتصارات كانت يوما مجرد أحلام طفلة ,10 K,J’adore ,https://www.facebook.com/photo/?fbid=583074027368603&set=a.386167160392625&__cft__[0]=AZVZ7jQbRVf2UTbXCsdeHtAO-nQsrsJh49Z4HGIWAiVx_hAm5wTCj68OAeiQP5ER5F1dxxn45ye8B5epSRlIRz0STFB9y5w8gEa9jaO4EbE2NciS2fT3E0QSc9dqYR1h9VB-HOORiAVx0qAIl2pa-feu74JjFgviSOXrzcUVtehilbWDyb8h94fU64lFEPvpS4Q&__tn__=EH-R,https://www.facebook.com/singleba2es
المشاريع الناجحة,"2,9 K",Haha ,https://www.facebook.com/photo/?fbid=582763620732977&set=a.386167160392625&__cft__[0]=AZWvBcqYOz4O4Gphlu3MHK_8IDR4VGILZ6qWP5zvye7xvpZazUnpAwBqemfg4CYzyqrRMn2KHx59zHr0bO-pKJaybEBZ-qrsbQEqdlnfWkPUqrLK_jqyD7nZWNWWC5IppFYbksszzsRdC-Su_tS0mQXdolkVio7ornRN7v1qvjZsEn1Wpbdj67x3ra6I8AUuj4A&__tn__=EH-R,https://www.facebook.com/singleba2es
ناتيرال وفراش ,2 K,Haha ,None,https://www.facebook.com/singleba2es
les couples yakhi wa9tech tt9ablou f sif ??,"1,8 K",Haha ,None,https://www.facebook.com/singleba2es
"العصفور مخو فيه 2g:
_يهاجر من الجنوب الى الشمال بحثا عن الاماكن والاجواء الباردة..
بنادم عقلو فيه 1,5kg:
_الصيف خير من شتاء",3 K,Haha ,None,https://www.facebook.com/singleba2es
زعمة الجمايلية شعاملين !,761,Haha ,None,https://www.facebook.com/singleba2es
صفاقس اليوم,"2,3 K",Triste ,None,https://www.facebook.com/singleba2es
السلام عليكم، فما حالة إنسانية مستحقة تمشي للبحر وشكرا,"1,4 K",Haha ,None,https://www.facebook.com/singleba2es
لي يحب يتعلم الدّبكة السّورية يخرج تو حفيان,"1,8 K",Haha ,None,https://www.facebook.com/singleba2es
الواحد كان ما جاش Ingénieur راهو ذاب,"2,6 K",Haha ,None,https://www.facebook.com/singleba2es
تطلعش تونس باعت الغلاف الجوي و خلاتنا منا للشمس بلادي و نعرفها تموت علفرنك,"5,6 K",Haha ,None,https://www.facebook.com/singleba2es
كي بيسين دارنا غير أحنا دربوكة ....,1 K,Haha ,https://www.facebook.com/photo/?fbid=581592830850056&set=a.386167160392625&__cft__[0]=AZV6sLt-pawjpvdiLNmgG4lzaCDoksJccQAHcnBGVDN2luiH-fBh-M9UdiH9_P7ftR5UYjRuHHZu7rG647M_CDq33joYPrgJeYSWh8En90v9q4gZkK-l79pa6iyQnbMYRmmCLQ0EKTfBcf6apCCPPxBWu8j-vTK0kHuFJnrlhGohx_gMaqmDN-T8bMfSuLeymq0&__tn__=EH-R,https://www.facebook.com/singleba2es
يا امي بجاه ربي علاش سخانة 49 أو كسكسي بلعصبان,2 K,Haha ,None,https://www.facebook.com/singleba2es
,,J’adore ,None,https://www.facebook.com/singleba2es
درجات الحرارة اليوم الجنوب في الصدارة والشمال الغربي حاضر بقوة في الحرارة والثلوج والسؤال المطروح المهدية هل هي مدينة نرويجية ؟,718,Haha ,https://www.facebook.com/photo/?fbid=581258680883471&set=a.386167160392625&__cft__[0]=AZXSsmIP-SEBptFuRSDYYvdbOHt9pUBGVNxM7MRelMjAiUmRJQk_m5Fb-B0T6_gmX-FAh2-vUtuc8TLHLYASzJM5_KPCpSwv3SrWDt6KiZe4B71jBEc-9PvafceTwc4QtD1yjXYkrE371OH-v-_YY57e9KnUK9aei0PDpVg2hrLSleeAuBuJ_-Ykh48jo2zCig8&__tn__=EH-R,https://www.facebook.com/singleba2es
ملقيت مانقول...,628,Triste ,https://www.facebook.com/photo/?fbid=581166584226014&set=a.386167160392625&__cft__[0]=AZXz9mBrk4sNM1I-VXgihy1RQqnnYfjJVSwB0yrA9H_N7mJIhjgTZ6GJASyoQgT9C5TE8V6Q-lu6-Ylih1gLgtDjMMo_xNXYjhnRmRv2oPAx4YkZ6X1Ys0yCxtjyOgMLdfnaHfwtejQC-ZE0AED1TSttj3AMX2RKvESm_yxxCxrkHuFaYd0grvXAT5D_TD6z8SA&__tn__=EH-R,https://www.facebook.com/singleba2es
الزوج الصالح ,"1,5 K",Haha ,None,https://www.facebook.com/singleba2es
"Ya hasra 3la Ben Ali , kenet skhana
matfoutich 30","1,8 K",Haha ,None,https://www.facebook.com/singleba2es
بالله الي قال الشتاء فصل الاكتئاب يجي يلم السعادة الي ترشرش علينا تو ,1 K,Haha ,None,https://www.facebook.com/singleba2es
يا مواطن ذبت ولا مازلت ؟,509,Haha ,None,https://www.facebook.com/singleba2es
جماعة لمولودين في جويلية كان شهركم هكا مالا أنتم كيفاش !!,"2,5 K",Haha ,None,https://www.facebook.com/singleba2es
aandi sahbi taw raw yonfa5 l sahebtou f vocal bech tebred,"1,5 K",Haha ,None,https://www.facebook.com/singleba2es
"على طريقة ميسي
بكالوريا آداب 2023 معهد الطيب المهيري منزل تميم ","1,7 K",J’adore ,None,https://www.facebook.com/singleba2es
تاعبة..,15 K,Haha ,None,https://www.facebook.com/singleba2es
ياريت لو نقدر نرجع لأيام كأس العالم,"1,1 K",J’adore ,None,https://www.facebook.com/singleba2es
الواحد already hot وزيد هالسخانة,"2,3 K",Haha ,None,https://www.facebook.com/singleba2es
Mnin tjibou fi aabed tmout aalikom w tasher maakom lsbeh ?,"1,6 K",Haha ,None,https://www.facebook.com/singleba2es
كلمولنا فيروز تقلنا وين نسّم عليها الهواء بالضبط,"2,5 K",Haha ,None,https://www.facebook.com/singleba2es
خذيت top قصير م خلانيش نلبسوا دونك الي تحب تاخذوا البنات هو طويل و عندوا لحية و اسمر,"4,8 K",Haha ,None,https://www.facebook.com/singleba2es
معاناة,"3,1 K",Haha ,None,https://www.facebook.com/singleba2es
ال marketing في الدومينيكان أكيد عندو عرق تونسي ,"1,1 K",Haha ,None,https://www.facebook.com/singleba2es
"ثرية: بربي كان مانجحش فالباك ماتعاركوهش ، علاش ما تسخفوش عالناس الي ماينجموش رواحهم فالدنيا 
مانعرش علاش الدنيا فاها القراية و الهم و الخدمة","2,4 K",J’adore ,https://www.facebook.com/photo/?fbid=579757951033544&set=a.386167160392625&__cft__[0]=AZXLP4OfN3S9gZbOypIO0BxCQcGrJlNL2D9FHyR4djHNw__s5aHvisKnDSKVtiVRxLBPA2HT0GCskt9Q9ziLuVnPBWh63l6AijujYaEn_5YVk-SG95yaox9rpw4GvIaBK0lgKyMuYJxVuoSHUPVK7RfVN248pcZbg6JMe2adjCbDozJxEX5PkwGYGhfHkO01Ra0&__tn__=EH-R,https://www.facebook.com/singleba2es
راهم يكذبو عليكم ..  راهو عمرك ماك بش تولي غني وعندك برشا فلوس كيف تقوم الخمسة تع الصباح وتعمل جريات في الحومة وتسمع غنايات تحفيزية وتقرى برشا كتب وتنجح في القراية وتجي لول .. راهم عمرهم ما ولو أغنياء بالطريقة هذي ..,810,Haha ,None,https://www.facebook.com/singleba2es
"Work hard untill
تخلّي دافيد بيكام يهبّط تصويرة معاك و زيد يقول ""أخيرًا إلتقينا"" ","4,4 K",J’adore ,https://www.facebook.com/photo/?fbid=579363487739657&set=a.386167160392625&__cft__[0]=AZX--ack0kWEEXPkS73BKXXz5twE7hgoUh4L1QS_nhWkusdwV23uu1Kv4vZcu6bUhpTEWHy-b5judhOi4xdu9FyJ_dw3rjBOByZo1iycbHEhkiTfQDk_0yYKLZstBK4vti506FhtUcw8HuPXDOaxTsSiFeBCCpIYPmw0IKE5G4sRm84kN6xnlx8eHSv-r0bLMlg&__tn__=EH-R,https://www.facebook.com/singleba2es
هذي تونس,5 K,J’adore ,https://www.facebook.com/photo/?fbid=579301474412525&set=a.386167160392625&__cft__[0]=AZV8jrer15Z0AfrIDfP2hS9yYzDI76O5pCdQqeOPdt_4O7jSru182kc__oVqwVvXb4IMeVVVnkAlW6AvQN6nb8zsx0-lFA_PVeyFrMa5F7z7U_SxxnMoxcgIJhoA_c3ffE2m4JJIvIqDdBtCN0IuaEfwmS2bUD5R5HBFiYHRZnvXOOsW5sj_JhnxjX3Th10NBN4&__tn__=EH-R,https://www.facebook.com/singleba2es
المؤثرة أنتونيلا روكوزو تنشر صورة زوجها أحد لاعبي كرة القدم   في عطلتهم الصيفية,999,Haha ,https://www.facebook.com/photo/?fbid=579290337746972&set=a.386167160392625&__cft__[0]=AZUPPSMDDZTTMpbqhqa89x1cDmxoeCYtjMHZN-gI96IeAK6W49KatwnnG1qyCBqx6goQH20SHis1TnqgDMA76Q7rTxCOwHQL54lmf61kX0_r42HS0ePURuscmpIHB4640N7VXbXeNKB70k0jJOz8of7yBEQF9fX2euf3461aMzhQE0MbzrwqJczbC-O8_3i7Z0g&__tn__=EH-R,https://www.facebook.com/singleba2es
"-ena fel Hammamet wenty ?
-ena fel Ham akahw..","2,2 K",Haha ,None,https://www.facebook.com/singleba2es
اجساد عارية ملوّحة في البحر ماشافوهمش شافوني كان أنا هزيت فيم ملوخية وشقالة كسكسي ودلاعة وصحن سلاطة مشوية وسطل هندي,"4,6 K",Haha ,None,https://www.facebook.com/singleba2es
Classeur l SVT mte3i 3amet l bac,"1,8 K",Haha ,https://www.facebook.com/photo/?fbid=578671817808824&set=a.386167160392625&__cft__[0]=AZVcOSOCmFMCc53zAcC7rQgbH-HWVndaoHw8UnO4qCrRcezlOxqK6GpiY9wcVGL7GzhVrivNJXG29b8Smwcqmur_QohOGfvwbaCHiHdHbOp7Fm5VKKudMno0J4mlapW0jZCNQui3Z4gjNbWnHR5WEC9YfwJjD-_fhb3a1fC6OUdI2NeCbKxzSMzIlhi1W8Lopso&__tn__=EH-R,https://www.facebook.com/singleba2es
"أنس جابر مع أحد المعجبين 
 ","2,1 K",J’adore ,https://www.facebook.com/photo/?fbid=578671001142239&set=a.386167160392625&__cft__[0]=AZWrpg3tqea-TCbaDsoEtZdEWxTueJEni2sFsXYqZw1IcCoghQOuhP89adXdIsQl8WY99wzn_8YAbs-9-910OfkDHD_WkrjL5wcg-ytaNvvlEiU9SVtm6ZgdoVCegBn-BG8Ja_PwSosOuDlnLw-IFwZSGS-FMcm0ojNIqrtLGFTh_eS5gAlHlHda0QbZCfzblDw&__tn__=EH-R,https://www.facebook.com/singleba2es
محطة القطار صفاقس اليوم,"2,1 K",Triste ,None,https://www.facebook.com/singleba2es
Ely mazel 7ay mn sfax yhot j'aime,809,Haha ,None,https://www.facebook.com/singleba2es
عشية العيد الكبير و الصغير و نهار الاحد و الهادي زعيم ما يجيو شي قدام عزيزوس و مرتو,"2,6 K",Haha ,https://www.facebook.com/photo/?fbid=578273397848666&set=a.386167160392625&__cft__[0]=AZWWU5nJKy1RlTNr3HDTTNRHoCOHUZ0oZb5GnGFI7jSzfdycm2pA21SLXioh71l8bx_qTde5rjbVulGm3rvoHHymqrABnNLAMHseTlBjfQQqIVrLG02Neqrhl4ubsBi27HE_mWbnoCtnjq4fvbYnOBY5OeF1Qm--vZu1EuTYiwnVe3LZM2Xwu818fpNxHOQNxLA&__tn__=EH-R,https://www.facebook.com/singleba2es
Sfax hzinaaaa ..,"3,3 K",Triste ,None,https://www.facebook.com/singleba2es
حرقوه قبل مانتصور فيه أنا وحب قلبي,"9,2 K",Haha ,https://www.facebook.com/photo/?fbid=577018614640811&set=a.386167160392625&__cft__[0]=AZXcbreRXG3lE5bfNKkH1HEllSniRZ0J6gpLFjMrx2P5kkprV0VrSuEF5GsZL0UXUz4EsaajewIVdOfuN1EPoKaI1Ui3YWQ1X9PUJrpdhOkg74ppiSIA8JOM4d8hp58Z2-MnrbESuO_JEeBBa2Mf0PX93g-143IvXA_6MhyvkJWH8XW0bsGTMN8fCPTR4uuH-c4&__tn__=EH-R,https://www.facebook.com/singleba2es
كي تبدا قارى كتاب فن اللامبالاة 10 مرات,"2,9 K",Haha ,None,https://www.facebook.com/singleba2es
"_ ياما نحب نخرجو. نتعشاو البرى
_ تدلل خرج طاولة للفيراندا","2,7 K",Haha ,None,https://www.facebook.com/singleba2es
القبض على Marwa Agerbi على حدود النيجر تسكر بالخلّ بعد ما شافت ستوري samara,"3,2 K",Haha ,https://www.facebook.com/photo/?fbid=575126648163341&set=a.386167160392625&__cft__[0]=AZWWHx1Jx5NP2YQkoHQsq0FsBjT7Hcd-fR26xCrtAvn5JylChO4Yn61BMC_Ev9eyyuKkr_84KM7rw_QWxumpW7Sa6NxvVDCEJ-K6lUubud-uLB5ynyzBbke25NXmgF9Qdx91jBtXJLeL59mo6jYne_z2mxWkDRcqgN4WeuoHaJdytcWteyI3TSb5oR0o85Y88U8&__tn__=EH-R,https://www.facebook.com/singleba2es
بلاهي الصفاقسية كيفاش تنجمو تاكلوها هاذي,"1,1 K",Haha ,https://www.facebook.com/photo/?fbid=575113091498030&set=a.386167160392625&__cft__[0]=AZUHlEo0rhKsM6oHKTzkL5jr_2KJmu670L6NR_w5kB6iCBtP_M3mULYgDC03gd2xZ5uDWO5Tn0sNFxtuKTdDOBkR_k0hV3KK35DvFFVYBX2dYXqbMEkTLd_Ey4VhqEOVdYSA3j5WteWfTGd4bxb_dZwt0Q4gad2r9z4MsQ6kVcT7L6xiwB9NdFEEUh6e_b4r_us&__tn__=EH-R,https://www.facebook.com/singleba2es
